contributor,r2,explained_variance
946394,-0.9900155808550368,-0.8518189689337052
946773,-0.09858168556608615,-0.09095861253058746
947399,-0.4632565416346617,-0.2225135506698328
947579,-0.0073884600635465425,0.20834443856322138
949444,-0.1497718153362262,-0.04468055664539805
949546,-0.06616791271573774,-0.0025777242740112616
949548,-0.11877251870182448,-0.02832049417105975
949698,0.1128132527058412,0.12463467158774078
949894,-0.10121457489878538,0.0
953543,-5.068683557062268,-4.458652234132404
953888,-0.2342780205454018,-0.23398122602191607
954443,-0.57315806524266,-0.12266206533780322
954696,-0.25358571925650364,-0.03132876224991743
955787,-0.1516473268682812,-0.0033141145106792003
957854,-0.6704929214320137,-0.6464960936877917
957953,-0.09614869177367846,-0.07997577818990909
958339,-11.606250295966165,-5.082655174274188
958897,-0.519910111593662,-0.35726241451845664
959658,-0.9898707724523614,-0.6416225991115925
959688,-7.592117387184933,-6.943656749213482
959993,-1.9561105690660452,-1.464626690883875
964437,-9.326920589305299,-8.985629607244203
966663,-6.147366761926969,-5.856182931062019
966834,-0.14403684423227392,-0.12446692057111086
968999,-0.02816542515117293,-0.027243709376008063
973566,-0.5419359242238115,-0.32538693762165516
973569,-0.24683113907646703,-0.14359769375532472
973577,-0.7110086334991583,-0.556742508295377
974364,-0.2254407218296044,-0.18804517221683725
974538,-0.1792726336314987,-0.14882272616101733
974983,-0.10789586108060911,-0.05222934010752733
976375,-0.730806106699299,-0.22535800410204576
976595,-0.17066950140067205,-0.11316600847856084
976696,-0.20753828747348613,-0.009245470821179103
976783,-0.49117392909245683,-0.4237531826706391
977484,-0.9779485893017887,-0.3529005766937299
978678,-2.4597048381636677,-0.4316175408230083
978866,0.04521164948614509,0.06572813369264452
978945,-0.9719056592040372,-0.886634720192716
979384,-0.14188247772105478,-0.09668461610432866
979388,-0.3446193618500868,-0.3446192455665955
979557,-31.227175441753722,-17.78109547655144
979637,-0.15385859663842694,-0.006913244373778493
979797,-1.944459370847723,-1.7139708743053843
979886,-0.2006193722468439,-0.11903929212502917
983333,-0.010512207059147238,-0.010181477274370021
983548,-0.0878071590460654,-0.0629140458426456
983589,-0.06566954445726525,-0.0627308135531579
983874,-0.37771383301892714,-0.12750955341989312
983993,-0.3089770932143754,-0.02061650698741624
985588,-1.9776363887492945,-1.6434456446221644
986556,-6.534944629674731,-1.4574498877687012
987545,-3.386921886862991,-3.0662680789789745
987693,-0.0714285714285714,0.0
987868,-0.13810584634160206,-0.08188352509488239
987894,0.04045751348375892,0.050251925999614366
988439,-8.689622825119637,-3.0949015326623552
988454,-0.13810620586294386,-0.13731128466800335
988473,-13.235464153859523,-9.948550922106415
988763,-0.15204634039445897,-0.03372659143320389
989388,-0.2114717893591369,-0.17730926257144208
989435,-2.7820614852437076,0.19212284044847283
989739,-14.906640818284925,-12.006765140807962
993588,-0.05165436841109661,0.0014545964772334496
994554,-0.23432897971559452,-0.12725017710875153
996938,-0.1636141505887021,-0.15778502501816716
997498,-0.4434939656890491,-0.16999637342061535
997555,-1.179398429539328,-1.1454002243387076
999454,-0.07032214460152919,-0.06733344908462513
999596,-0.10047562709575963,-0.00816304559026948
999687,-0.4484943025384178,0.00040038221798144313
999769,-0.08255327172669213,-0.08237033938214333
999953,-10.395706434568297,-6.282891076121754
AmplabJenkins,-63.072625984936494,-12.337121865308266
AppVeyorBot,-0.27613548486390993,-0.16949157951019234
ArduinoBot,-0.2706762280625852,-0.0706073150042803
CFPBot,-0.10595332908602018,-0.10317856971861783
CNCF-Bot,-9.976650095352158,0.23183306732928544
CocoaPodsBarista,-0.4404078633644559,-0.09164411463056088
Code-Inside-Bot,-0.012523696602612988,0.006684403507959291
CrowdinBot,-0.2680833711131969,-0.26357859639045045
DrahtBot,0.06030069074400091,0.06574811207009013
DustyTheBot,-0.5228154737941382,-0.46705777445619234
Favware-bot,0.16289506423465994,0.1676257768945313
FlexGet-Bot,-0.28890722626883547,-0.14553440850101107
GitCop,-284.4791949680832,-14.668268017967993
HT2Bot,-1.219292866120877,-1.218324567216997
Hibernate-CI,-0.3183650103622797,-0.2867450092385657
HitkoDev,-1.2547414944464235,-0.36948271961158596
ININ-TransifexAutomation,-0.4163230214669944,-0.021002207522100802
IssueHuntBot,-0.52006403977419,-0.41305591999794333
PJBot,-0.2836347586724577,-0.2348294013182517
PRB0t,-257.38961505838296,-40.62615144066357
ParadiseSS13-Bot,-20.885361360158985,-19.048181428811073
RiotTranslateBot,-0.14486376195254658,0.24702709811640622
SpacemacsBot,-0.616726643103398,-0.1774925271019141
Staffbot,-0.0015493919286577729,0.04228780744841021
SwiftLintBot,-0.21911762455930783,-0.19008158811925924
TPRobots,-0.4999999999679534,2.3224422385226262e-11
UberOpenSourceBot,-0.9667199655109737,-0.46346669684385544
VaporBot,-0.14715628929760172,-0.06186607845096592
addonsbot,-0.2385156692265944,-0.09592520841098362
