contributor,category,r2,mae,rmse,pga,ctd_100,ctd_200,ctd_300,n_activities,true_values,predicted_values
0crat,bot,-33.88056385695542,4.201260709000123,5.054231377919061,0.0918769716088328,14,-805,-2535,299,[5 0 0 ... 0 0 2],"[ 1.68570985  1.40054231  2.40003629 ... -8.84419216 -9.77689121
 -9.31086021]"
AppVeyorBot,bot,-0.390269020874652,0.660952254841424,0.9577820650512892,0.38421052631578945,-188,-402,-569,300,"[2 0 0 0 0 1 0 0 0 0 1 0 1 2 1 0 0 0 0 0 0 0 1 0 1 0 2 1 0 2 1 1 3 2 2 0 2
 1 0 1 0 0 1 0 0 0 1 2 0 0 1 0 1 0 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
 0 0 1 0 0 2 0 0 2 0 2 1 2 3 2 0 0 0 0 1 2 2 1 1 0 1 1 0 0 1 1 1 1 2 2 2 0
 0 1 2 2 0 2 0 0 0 0 1 1 0 0 0 1 2 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0
 1 0 0 1 0 0 1 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 1 2 1 1 0 0 0 1 0 0 0 0 0 2 1
 0 0 0 0 2 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1
 0 0 0 0 2 1 4 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 1 0
 1 0 0 1 4 3 2 1 4 0 4 2 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 1 2 2 1 1 1 0 0 2
 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 2 1 1 1 0 0 1 0 0 0 1 2 0 0 0
 0 0 1 1 1 1 1 1 0 0 1 2 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 2 0 0 0
 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1 1 2 2 1 0 0 0 1 1 0 1 1 0 1 0 1
 0 0 0 0 3 3 0 2 0 0 3 1 0 0 2 2 0 0 1 2 0 0 1 0 1 3 0 0 1 2 3 0 0 0 2 1 0
 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 1 1 1 3 0 0 1 0 0 1 1 0 0 0 1 0 0 0
 0 0 1 1 0 2 0 0 2 0 1 2 1 0 2]","[ 5.15053042e-01  6.87102742e-01  8.23497676e-01  7.78136360e-01
  1.41837763e-01  5.96350422e-01  4.59862098e-01  4.14258807e-01
  1.09631743e+00  7.78373989e-01  9.60401985e-01  4.60091822e-01
  5.50742365e-01  3.23178236e-01  3.23718878e-01  6.41864761e-01
  1.87763050e-01  3.23651612e-01  5.05393286e-01  2.78234119e-01
  9.66912369e-02  2.78618589e-01  5.07682449e-02  3.68949904e-01
  4.82617546e-01  6.54667245e-01  7.91062180e-01  7.45700863e-01
  1.09402267e-01  5.63914925e-01  4.27426601e-01  3.81823310e-01
  1.06388193e+00  7.45938492e-01  9.27966488e-01  4.27656326e-01
  5.18306868e-01  2.90742739e-01  2.91283381e-01  6.09429264e-01
  1.55327553e-01  2.91216116e-01  4.72957789e-01  2.45798622e-01
  6.42557402e-02  2.46183093e-01  1.83327482e-02  3.36514407e-01
  4.50182049e-01  6.22231749e-01  7.58626683e-01  7.13265366e-01
  7.69667698e-02  5.31479428e-01  3.94991104e-01  3.49387813e-01
  1.03144644e+00  7.13502996e-01  8.95530991e-01  3.95220829e-01
  4.85871371e-01  2.58307243e-01  2.58847884e-01  5.76993767e-01
  1.22892056e-01  2.58780619e-01  4.40522292e-01  2.13363126e-01
  3.18202435e-02  2.13747596e-01 -1.41027485e-02  3.04078910e-01
  4.17746552e-01  5.89796252e-01  7.26191186e-01  6.80829870e-01
  4.45312731e-02  4.99043932e-01  3.62555607e-01  3.16952317e-01
  9.99010940e-01  6.81067499e-01  8.63095494e-01  3.62785332e-01
  4.53435875e-01  2.25871746e-01  2.26412388e-01  5.44558271e-01
  9.04565594e-02  2.26345122e-01  4.08086796e-01  1.80927629e-01
 -6.15253251e-04  1.81312099e-01 -4.65382452e-02  2.71643413e-01
  3.85311056e-01  5.57360755e-01  6.93755689e-01  6.48394373e-01
  1.20957764e-02  4.66608435e-01  3.30120111e-01  2.84516820e-01
  9.66575443e-01  6.48632002e-01  8.30659998e-01  3.30349835e-01
  4.21000378e-01  1.93436249e-01  1.93976891e-01  5.12122774e-01
  5.80210627e-02  1.93909625e-01  3.75651299e-01  1.48492132e-01
 -3.30507500e-02  1.48876602e-01 -7.89737419e-02  2.39207917e-01
  3.52875559e-01  5.24925258e-01  6.61320193e-01  6.15958876e-01
 -2.03397203e-02  4.34172938e-01  2.97684614e-01  2.52081323e-01
  9.34139946e-01  6.16196505e-01  7.98224501e-01  2.97914339e-01
  3.88564881e-01  1.61000753e-01  1.61541394e-01  4.79687277e-01
  2.55855660e-02  1.61474129e-01  3.43215802e-01  1.16056635e-01
 -6.54862467e-02  1.16441106e-01 -1.11409239e-01  2.06772420e-01
  3.20440062e-01  4.92489762e-01  6.28884696e-01  5.83523380e-01
 -5.27752170e-02  4.01737441e-01  2.65249117e-01  2.19645826e-01
  9.01704449e-01  5.83761009e-01  7.65789004e-01  2.65478842e-01
  3.56129385e-01  1.28565256e-01  1.29105897e-01  4.47251781e-01
 -6.84993074e-03  1.29038632e-01  3.10780306e-01  8.36211388e-02
 -9.79217434e-02  8.40056090e-02 -1.43844735e-01  1.74336923e-01
  2.88004565e-01  4.60054265e-01  5.96449199e-01  5.51087883e-01
 -8.52107137e-02  3.69301945e-01  2.32813621e-01  1.87210330e-01
  8.69268953e-01  5.51325512e-01  7.33353508e-01  2.33043345e-01
  3.23693888e-01  9.61297592e-02  9.66704008e-02  4.14816284e-01
 -3.92854274e-02  9.66031353e-02  2.78344809e-01  5.11856421e-02
 -1.30357240e-01  5.15701123e-02 -1.76280232e-01  1.41901427e-01
  2.55569069e-01  4.27618768e-01  5.64013703e-01  5.18652386e-01
 -1.17646210e-01  3.36866448e-01  2.00378124e-01  1.54774833e-01
  8.36833456e-01  5.18890015e-01  7.00918011e-01  2.00607849e-01
  2.91258391e-01  6.36942625e-02  6.42349041e-02  3.82380787e-01
 -7.17209242e-02  6.41676386e-02  2.45909312e-01  1.87501454e-02
 -1.62792737e-01  1.91346156e-02 -2.08715729e-01  1.09465930e-01
  2.23133572e-01  3.95183272e-01  5.31578206e-01  4.86216889e-01
 -1.50081707e-01  3.04430951e-01  1.67942627e-01  1.22339336e-01
  8.04397959e-01  4.86454519e-01  6.68482514e-01  1.68172352e-01
  2.58822894e-01  3.12587658e-02  3.17994074e-02  3.49945290e-01
 -1.04156421e-01  3.17321419e-02  2.13473815e-01 -1.36853513e-02
 -1.95228233e-01 -1.33008812e-02 -2.41151225e-01  7.70304332e-02
  1.90698075e-01  3.62747775e-01  4.99142709e-01  4.53781393e-01
 -1.82517204e-01  2.71995455e-01  1.35507131e-01  8.99038396e-02
  7.71962463e-01  4.54019022e-01  6.36047017e-01  1.35736855e-01
  2.26387398e-01 -1.17673089e-03 -6.36089348e-04  3.17509794e-01
 -1.36591918e-01 -7.03354805e-04  1.81038319e-01 -4.61208480e-02
 -2.27663730e-01 -4.57363779e-02 -2.73586722e-01  4.45949365e-02
  1.58262579e-01  3.30312278e-01  4.66707213e-01  4.21345896e-01
 -2.14952701e-01  2.39559958e-01  1.03071634e-01  5.74683429e-02
  7.39526966e-01  4.21583525e-01  6.03611521e-01  1.03301358e-01
  1.93951901e-01 -3.36122276e-02 -3.30715861e-02  2.85074297e-01
 -1.69027414e-01 -3.31388515e-02  1.48602822e-01 -7.85563448e-02
 -2.60099227e-01 -7.81718746e-02 -3.06022219e-01  1.21594398e-02
  1.25827082e-01  2.97876781e-01  4.34271716e-01  3.88910399e-01
 -2.47388197e-01  2.07124461e-01  7.06361371e-02  2.50328462e-02
  7.07091469e-01  3.89148028e-01  5.71176024e-01  7.08658617e-02
  1.61516404e-01 -6.60477243e-02 -6.55070828e-02  2.52638800e-01
 -2.01462911e-01 -6.55743482e-02  1.16167325e-01 -1.10991841e-01
 -2.92534724e-01 -1.10607371e-01 -3.38457716e-01 -2.02760569e-02
  9.33915852e-02  2.65441285e-01  4.01836219e-01  3.56474903e-01
 -2.79823694e-01  1.74688964e-01  3.82006404e-02 -7.40265053e-03
  6.74655972e-01  3.56712532e-01  5.38740527e-01  3.84303650e-02
  1.29080908e-01 -9.84832210e-02 -9.79425795e-02  2.20203304e-01
 -2.33898408e-01 -9.80098449e-02  8.37318286e-02 -1.43427338e-01
 -3.24970220e-01 -1.43042868e-01 -3.70893212e-01 -5.27115536e-02
  6.09560885e-02  2.33005788e-01  3.69400722e-01  3.24039406e-01
 -3.12259191e-01  1.42253468e-01  5.76514369e-03 -3.98381472e-02
  6.42220476e-01  3.24277035e-01  5.06305031e-01  5.99486832e-03
  9.66454109e-02 -1.30918718e-01 -1.30378076e-01  1.87767807e-01
 -2.66333904e-01 -1.30445342e-01  5.12963319e-02 -1.75862835e-01
 -3.57405717e-01 -1.75478365e-01 -4.03328709e-01 -8.51470503e-02
  2.85205918e-02  2.00570291e-01  3.36965226e-01  2.91603909e-01
 -3.44694687e-01  1.09817971e-01 -2.66703530e-02 -7.22736439e-02
  6.09784979e-01  2.91841538e-01  4.73869534e-01 -2.64406284e-02
  6.42099142e-02 -1.63354214e-01 -1.62813573e-01  1.55332310e-01
 -2.98769401e-01 -1.62880838e-01  1.88608352e-02 -2.08298332e-01
 -3.89841214e-01 -2.07913861e-01 -4.35764206e-01 -1.17582547e-01
 -3.91490494e-03  1.68134795e-01  3.04529729e-01  2.59168412e-01
 -3.77130184e-01  7.73824744e-02 -5.91058497e-02 -1.04709141e-01
  5.77349482e-01  2.59406042e-01  4.41434037e-01 -5.88761251e-02
  3.17744175e-02 -1.95789711e-01 -1.95249070e-01  1.22896813e-01
 -3.31204898e-01 -1.95316335e-01 -1.35746616e-02 -2.40733828e-01
 -4.22276710e-01 -2.40349358e-01 -4.68199702e-01 -1.50018044e-01
 -3.63504017e-02  1.35699298e-01  2.72094232e-01  2.26732916e-01
 -4.09565681e-01  4.49469776e-02 -9.15413464e-02 -1.37144637e-01
  5.44913986e-01  2.26970545e-01  4.08998540e-01 -9.13116218e-02
 -6.61079213e-04 -2.28225208e-01 -2.27684566e-01  9.04613168e-02
 -3.63640395e-01 -2.27751832e-01 -4.60101583e-02 -2.73169325e-01
 -4.54712207e-01 -2.72784855e-01 -5.00635199e-01 -1.82453540e-01
 -6.87858984e-02  1.03263801e-01  2.39658736e-01  1.94297419e-01
 -4.42001178e-01  1.25114809e-02 -1.23976843e-01 -1.69580134e-01
  5.12478489e-01  1.94535048e-01  3.76563044e-01 -1.23747119e-01
 -3.30965759e-02 -2.60660705e-01 -2.60120063e-01  5.80258201e-02
 -3.96075891e-01 -2.60187328e-01 -7.84456550e-02 -3.05604822e-01
 -4.87147704e-01 -3.05220352e-01 -5.33070696e-01 -2.14889037e-01
 -1.01221395e-01  7.08283045e-02  2.07223239e-01  1.61861922e-01
 -4.74436674e-01 -1.99240158e-02 -1.56412340e-01 -2.02015631e-01
  4.80042992e-01  1.62099551e-01  3.44127547e-01 -1.56182615e-01
 -6.55320726e-02 -2.93096201e-01 -2.92555560e-01  2.55903234e-02
 -4.28511388e-01 -2.92622825e-01 -1.10881152e-01 -3.38040318e-01
 -5.19583201e-01 -3.37655848e-01 -5.65506193e-01 -2.47324534e-01
 -1.33656892e-01  3.83928078e-02  1.74787742e-01  1.29426426e-01
 -5.06872171e-01 -5.23595125e-02 -1.88847837e-01 -2.34451127e-01
  4.47607495e-01  1.29664055e-01  3.11692050e-01 -1.88618112e-01
 -9.79675693e-02 -3.25531698e-01 -3.24991056e-01 -6.84517335e-03
 -4.60946885e-01 -3.25058322e-01 -1.43316648e-01 -3.70475815e-01
 -5.52018697e-01 -3.70091345e-01 -5.97941689e-01 -2.79760031e-01
 -1.66092388e-01  5.95731112e-03  1.42352245e-01  9.69909289e-02
 -5.39307668e-01 -8.47950092e-02 -2.21283333e-01 -2.66886624e-01
  4.15171999e-01  9.72285581e-02  2.79256554e-01 -2.21053609e-01
 -1.30403066e-01 -3.57967195e-01 -3.57426553e-01 -3.92806701e-02
 -4.93382381e-01 -3.57493819e-01 -1.75752145e-01 -4.02911312e-01
 -5.84454194e-01 -4.02526842e-01 -6.30377186e-01 -3.12195527e-01
 -1.98527885e-01 -2.64781856e-02  1.09916749e-01  6.45554322e-02
 -5.71743164e-01 -1.17230506e-01 -2.53718830e-01 -2.99322121e-01
  3.82736502e-01  6.47930614e-02  2.46821057e-01 -2.53489105e-01
 -1.62838563e-01 -3.90402691e-01 -3.89862050e-01 -7.17161668e-02
 -5.25817878e-01 -3.89929315e-01 -2.08187642e-01 -4.35346809e-01
 -6.16889691e-01 -4.34962338e-01 -6.62812683e-01 -3.44631024e-01
 -2.30963382e-01 -5.89136823e-02  7.74812520e-02  3.21199355e-02
 -6.04178661e-01 -1.49666003e-01 -2.86154327e-01 -3.31757618e-01
  3.50301005e-01  3.23575647e-02  2.14385560e-01 -2.85924602e-01
 -1.95274059e-01 -4.22838188e-01 -4.22297547e-01 -1.04151663e-01
 -5.58253375e-01 -4.22364812e-01]"
Code-Inside-Bot,bot,0.9964336712964658,0.06898400804696188,0.1291391881968103,1.0,24,24,72,293,"[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  9  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 11  0  1]","[ 0.01653443  0.0165361   0.01653776  0.0165394   0.01654099  0.01654256
  0.01654409  0.01654556  0.01654706  0.01654835  0.01654964  0.01655084
  0.01655195  0.01655294  0.01655381  0.01655451  0.01655504  0.01655536
  0.01655803  0.01655518  0.01658265 11.0074775   0.01658417  1.01658369
  0.02011818  0.02011985  0.02012152  0.02012315  0.02012475  0.02012632
  0.02012784  0.02012932  0.02013081  0.02013211  0.02013339  0.0201346
  0.02013571  0.0201367   0.02013756  0.02013827  0.0201388   0.02013911
  0.02014179  0.02013893  0.02016641 11.01106125  0.02016792  1.02016745
  0.02370194  0.02370361  0.02370527  0.02370691  0.02370851  0.02371008
  0.0237116   0.02371308  0.02371457  0.02371586  0.02371715  0.02371836
  0.02371946  0.02372045  0.02372132  0.02372203  0.02372256  0.02372287
  0.02372555  0.02372269  0.02375016 11.01464501  0.02375168  1.02375121
  0.0272857   0.02728737  0.02728903  0.02729067  0.02729226  0.02729383
  0.02729536  0.02729683  0.02729833  0.02729962  0.0273009   0.02730211
  0.02730322  0.02730421  0.02730507  0.02730578  0.02730631  0.02730663
  0.0273093   0.02730645  0.02733392 11.01822877  0.02733544  1.02733496
  0.03086945  0.03087112  0.03087279  0.03087442  0.03087602  0.03087759
  0.03087911  0.03088059  0.03088208  0.03088338  0.03088466  0.03088587
  0.03088697  0.03088797  0.03088883  0.03088954  0.03089007  0.03089038
  0.03089306  0.0308902   0.03091768 11.02181252  0.03091919  1.03091872
  0.03445321  0.03445488  0.03445654  0.03445818  0.03445978  0.03446134
  0.03446287  0.03446435  0.03446584  0.03446713  0.03446842  0.03446963
  0.03447073  0.03447172  0.03447259  0.0344733   0.03447382  0.03447414
  0.03447681  0.03447396  0.03450143 11.02539628  0.03450295  1.03450247
  0.03803697  0.03803864  0.0380403   0.03804193  0.03804353  0.0380451
  0.03804663  0.0380481   0.03804959  0.03805089  0.03805217  0.03805338
  0.03805449  0.03805548  0.03805634  0.03805705  0.03805758  0.0380579
  0.03806057  0.03805772  0.03808519 11.02898004  0.0380867   1.03808623
  0.04162072  0.04162239  0.04162406  0.04162569  0.04162729  0.04162886
  0.04163038  0.04163186  0.04163335  0.04163464  0.04163593  0.04163714
  0.04163824  0.04163924  0.0416401   0.04164081  0.04164134  0.04164165
  0.04164433  0.04164147  0.04166894 11.03256379  0.04167046  1.04166999
  0.04520448  0.04520615  0.04520781  0.04520945  0.04521104  0.04521261
  0.04521414  0.04521561  0.04521711  0.0452184   0.04521969  0.04522089
  0.045222    0.04522299  0.04522386  0.04522456  0.04522509  0.04522541
  0.04522808  0.04522523  0.0452527  11.03614755  0.04525422  1.04525374
  0.04878823  0.04878991  0.04879157  0.0487932   0.0487948   0.04879637
  0.04879789  0.04879937  0.04880086  0.04880216  0.04880344  0.04880465
  0.04880576  0.04880675  0.04880761  0.04880832  0.04880885  0.04880916
  0.04881184  0.04880898  0.04883646 11.03973131  0.04883797  1.0488375
  0.05237199  0.05237366  0.05237532  0.05237696  0.05237856  0.05238013
  0.05238165  0.05238313  0.05238462  0.05238591  0.0523872   0.05238841
  0.05238951  0.0523905   0.05239137  0.05239208  0.05239261  0.05239292
  0.0523956   0.05239274  0.05242021 11.04331506  0.05242173  1.05242126
  0.05595575  0.05595742  0.05595908  0.05596072  0.05596231  0.05596388
  0.05596541  0.05596688  0.05596838  0.05596967  0.05597095  0.05597216
  0.05597327  0.05597426  0.05597513  0.05597583  0.05597636  0.05597668
  0.05597935  0.0559765   0.05600397 11.04689882  0.05600549  1.05600501
  0.0595395   0.05954117  0.05954284  0.05954447  0.05954607  0.05954764
  0.05954916  0.05955064  0.05955213  0.05955343  0.05955471  0.05955592
  0.05955702  0.05955802  0.05955888  0.05955959  0.05956012  0.05956043
  0.05956311  0.05956025  0.05958773 11.05048257  0.05958924  1.05958877
  0.06312326  0.06312493  0.06312659  0.06312823  0.06312983  0.06313139
  0.06313292  0.0631344   0.06313589  0.06313718  0.06313847  0.06313968
  0.06314078  0.06314177  0.06314264  0.06314335  0.06314388  0.06314419
  0.06314687  0.06314401  0.06317148 11.05406633  0.063173    1.06317252
  0.06670702  0.06670869  0.06671035  0.06671198  0.06671358  0.06671515
  0.06671668  0.06671815  0.06671965  0.06672094  0.06672222  0.06672343
  0.06672454  0.06672553  0.06672639  0.0667271   0.06672763  0.06672795
  0.06673062  0.06672777  0.06675524 11.05765009  0.06675675  1.06675628
  0.07029077  0.07029244  0.07029411  0.07029574  0.07029734  0.07029891
  0.07030043  0.07030191  0.0703034   0.07030469  0.07030598  0.07030719
  0.07030829  0.07030929  0.07031015  0.07031086  0.07031139  0.0703117
  0.07031438  0.07031152  0.070339   11.06123384  0.07034051  1.07034004
  0.07387453  0.0738762   0.07387786  0.0738795   0.0738811   0.07388266
  0.07388419  0.07388567  0.07388716  0.07388845  0.07388974  0.07389094
  0.07389205  0.07389304  0.07389391  0.07389461  0.07389514  0.07389546
  0.07389813  0.07389528  0.07392275 11.0648176   0.07392427  1.07392379
  0.07745828  0.07745996  0.07746162  0.07746325  0.07746485  0.07746642
  0.07746795  0.07746942  0.07747091  0.07747221  0.07747349  0.0774747
  0.07747581  0.0774768   0.07747766  0.07747837  0.0774789   0.07747922
  0.07748189  0.07747903  0.07750651 11.06840136  0.07750802  1.07750755
  0.08104204  0.08104371  0.08104537  0.08104701  0.08104861  0.08105018
  0.0810517   0.08105318  0.08105467  0.08105596  0.08105725  0.08105846
  0.08105956  0.08106055  0.08106142  0.08106213  0.08106266  0.08106297
  0.08106565  0.08106279  0.08109026 11.07198511  0.08109178  1.08109131
  0.0846258   0.08462747  0.08462913  0.08463077  0.08463236  0.08463393
  0.08463546  0.08463693  0.08463843  0.08463972  0.084641    0.08464221
  0.08464332  0.08464431  0.08464518  0.08464588  0.08464641  0.08464673
  0.0846494   0.08464655  0.08467402 11.07556887  0.08467554  1.08467506
  0.08820955  0.08821122  0.08821289  0.08821452  0.08821612  0.08821769
  0.08821921  0.08822069  0.08822218  0.08822348  0.08822476  0.08822597
  0.08822707  0.08822807  0.08822893  0.08822964  0.08823017  0.08823048
  0.08823316  0.0882303   0.08825778 11.07915262  0.08825929  1.08825882
  0.09179331  0.09179498  0.09179664  0.09179828  0.09179988  0.09180145
  0.09180297  0.09180445  0.09180594  0.09180723  0.09180852  0.09180973
  0.09181083  0.09181182  0.09181269  0.0918134   0.09181393  0.09181424
  0.09181692  0.09181406  0.09184153 11.08273638  0.09184305  1.09184258
  0.09537707  0.09537874  0.0953804   0.09538203  0.09538363  0.0953852
  0.09538673  0.0953882   0.0953897   0.09539099  0.09539227  0.09539348
  0.09539459  0.09539558  0.09539644  0.09539715  0.09539768  0.095398
  0.09540067  0.09539782  0.09542529 11.08632014  0.0954268   1.09542633
  0.09896082  0.09896249  0.09896416  0.09896579  0.09896739  0.09896896
  0.09897048  0.09897196  0.09897345  0.09897475  0.09897603  0.09897724
  0.09897834  0.09897934  0.0989802   0.09898091  0.09898144  0.09898175
  0.09898443  0.09898157  0.09900905 11.08990389  0.09901056  1.09901009
  0.10254458  0.10254625  0.10254791  0.10254955  0.10255115  0.10255271
  0.10255424  0.10255572  0.10255721  0.1025585   0.10255979  0.102561
  0.1025621   0.10256309  0.10256396  0.10256467  0.10256519  0.10256551
  0.10256818  0.10256533  0.1025928  11.09348765  0.10259432  1.10259384
  0.10612833  0.10613001  0.10613167  0.1061333   0.1061349   0.10613647
  0.106138    0.10613947  0.10614096  0.10614226  0.10614354  0.10614475
  0.10614586  0.10614685  0.10614771  0.10614842  0.10614895  0.10614927
  0.10615194  0.10614908  0.10617656 11.09707141  0.10617807  1.1061776 ]"
