contributor,category,r2,mae,pga,ctd_100,ctd_200,ctd_300,flag_300,n_activities,frequency,seasonality,data_points
543595,human,-0.09676620145310388,1.027365234614153,0.7995049504950495,23,56,70,1,300,H,24.0,385
549789,human,0.010597637244353586,1.7726824026919126,0.8793103448275862,87,30,-1,1,296,H,24.0,670
553976,human,-0.7617395533058398,0.9081974402769829,0.09212880143112702,-812,-466,-1,-1,299,H,24.0,750
558473,human,0.10785378366056253,0.9580672946865917,0.879472693032015,-4,62,144,1,296,H,24.0,484
567384,human,-0.1115030058423585,1.311271327371281,0.26570048309178745,-371,-252,-1,-1,300,H,24.0,359
567396,human,-0.06660726889178537,1.8679036857879032,0.8703170028818443,39,89,159,1,298,3H,8.0,438
567743,human,0.032161169283721036,1.1884780455171338,0.8306878306878307,-78,-212,-126,-1,271,4H,6.0,431
576539,human,-0.2665772757421905,0.9244848118741655,0.9366319444444444,129,251,694,1,299,30T,48.0,529
578794,human,-0.0699221298845134,1.577115826773891,0.8253968253968254,-5,51,84,1,297,4H,6.0,468
579369,human,-38.90024324197052,14.506691477063171,0.9860031104199067,75,169,593,1,290,2H,12.0,491
587344,human,0.05451511097585271,1.529005210619732,0.9305019305019305,73,226,252,1,293,2H,12.0,589
597849,human,-0.018622280692527138,0.5299660728916931,0.5122994652406417,-119,-235,-1,-1,300,H,24.0,850
645363,human,-0.0008210607782714874,0.8136166403975085,0.2611570247933884,-438,-270,-104,-1,259,H,24.0,839
646677,human,-0.011619068143383426,0.6184708342315375,0.9021317829457365,-1,243,346,1,300,H,24.0,883
646795,human,-1.5883108716561711,1.9543303638994625,0.959,94,281,758,1,299,2H,12.0,505
648358,human,0.014747091830812797,1.887624748495157,0.9209302325581395,69,-3,-1,-1,298,H,24.0,813
656549,human,-0.014740472389710213,1.3980321396684892,0.9239130434782609,-61,-38,172,1,290,2H,12.0,468
658766,human,-1.850470866345674,3.273395825698338,0.9593810444874274,100,312,371,1,288,2H,12.0,458
658938,human,-3.523276688841616,1.9132296896128365,0.9642857142857143,159,406,1229,1,299,H,24.0,721
664498,human,0.013833642203204044,1.5832084690388881,0.8571428571428571,-47,-104,-1,-1,299,2H,12.0,495
664693,human,-0.1246776402841796,0.6721025247393315,0.5906210392902408,-5,-62,-1,-1,300,H,24.0,477
668867,human,-0.026540302808058414,0.8599954114037632,0.34913793103448276,-543,-238,-22,-1,296,H,24.0,634
669693,human,0.030289126755068008,1.7091905794175644,0.7016574585635359,-151,-75,-1,-1,299,H,24.0,493
673338,human,-0.22151865905323032,0.9092996767124994,0.43898809523809523,17,-102,-1,-1,300,30T,48.0,463
674548,human,-0.058607573922299316,1.19059582248433,0.28338762214983715,-245,-79,-28,-1,280,H,24.0,895
689788,human,0.07413594083007291,1.3158858253165249,0.8869346733668342,38,37,92,1,300,4H,6.0,385
733774,human,-0.4962527816378717,0.8831566277801346,0.2827461607949413,-1061,-723,-1,-1,300,30T,48.0,368
735987,human,-0.019088528267926286,1.1803742947571996,0.5266457680250783,-189,-148,-2,-1,295,H,24.0,784
743485,human,-0.05081312815100203,0.7308386511039614,0.5324384787472036,307,63,-1,-1,300,H,24.0,553
